Computer Name,Operating System,Model,Serial Number
ENG-2015-MJ4,Windows 10,ProDesk 600 G1 SFF,2UA5192MJ4
ENG-2017-DKX,Windows 10,ProDesk 600 G3 SFF,2UA7392DKX
ENG-2018-6YX,Windows 10,ProDesk 600 G3 SFF,MXL81816YX
ENG-2019-5LB,Windows 10,,
ENG-2019-GHD,Windows 11,ProDesk 600 G4 SFF,MXL9142GHD
ENG-2HX21J3,Windows 11,Latitude 5420,2HX21J3
ENG-5MYT2T3,Windows 11,Latitude 5430,5MYT2T3
ENG-DRBV2J3,Windows 11,Latitude 5420,DRBV2J3
ENG-FACLAB7,Windows 10,ProDesk 600 G4 SFF,MXL9142GGQ
ENG-FACLAB8,Windows 10,ProDesk 600 G4 SFF,MXL9142GDD
ENG-FACLAB9,Windows 10,ProDesk 600 G4 SFF,MXL9142GFY
ENG-FRQ21J3,Windows 11,,
ENG-GPBV2J3,Windows 11,Latitude 5420,GPBV2J3
ENG-KTTAYLOR,Windows 11,OptiPlex SFF Plus 7010,C7SHWX3
ENG-L-BTANDERS,Windows 11,Latitude 5420,26331J3
ENG-L-CHAIR,Windows 11,Latitude 5420,8RQ01J3
ENG-L-DENISELO,Windows 11,Latitude 5420,2ZBV2J3
ENG-L-DESAIG,Windows 11,Elite Dragonfly,5CG0434Q80
ENG-L-DPORTER,Windows 10,Latitude 9420,1W6V0J3
ENG-L-ENOCHB,Windows 10,EliteBook 840 G5,5CG9393KQQ
ENG-L-GREGERSO,Windows 10,,
ENG-L-HHUI,Windows 10,Surface Pro 8,0F00X9G215001J
ENG-L-JCATEY,Windows 11,Latitude 5410,8FWH163
ENG-L-KLARSON,Windows 10,Latitude 5420,GC9V3J3
ENG-L-KMHUFF,Windows 11,Latitude 5410,CKPL163
ENG-L-LACURTIS,Windows 10,Latitude 5410,1SPL163
ENG-L-LEC1,Windows 10,Latitude 5420,HXMHDK3
ENG-L-LEC3,Windows 10,Latitude 5420,GCGHDK3
ENG-L-LEC4,Windows 10,Latitude 5420,GTMHDK3
ENG-L-LEC5,Windows 10,Latitude 5420,6SMHDK3
ENG-L-MCSCHOEN,Windows 10,EliteBook 1040 G4,5CD8461WFM
ENG-L-MEGANLS,Windows 10,Latitude 5410,59BH163
ENG-L-RARPEREZ,Windows 11,Latitude 5410,BVHL163
ENG-L-RMANERY,Windows 11,EliteBook 840 G6,5CG0110SZ1
ENG-L-SENIAV,Windows 11,Latitude 5410,91JL163
ENG-L-SPARRISH,Windows 10,Latitude 5420,F5CG2J3
ENG-MCSCHOEN,Windows 11,Latitude 5440,487TRW3
ENG-MXL9142GG2,Windows 11,ProDesk 600 G4 SFF,MXL9142GG2
HART-13YBDK3,Windows 10,Latitude 9430,13YBDK3
HART-4M320R3,Windows 10,Precision 3460 SFF,4M320R3
HART-9YSZYW3,Windows 11,Latitude 5540,9YSZYW3
HART-ACHIMTIM1,Windows 10,OptiPlex 5090,2QVVQJ3
HART-CHPM2T3,Windows 10,XPS 15 9520,CHPM2T3
HART-H84G2N3,Windows 10,OptiPlex 5090,H84G2N3
HART-L-ADPOTTS,Windows 11,EliteBook 840 G5,5CG9190R2R
HART-L-CAPENSE,Windows 11,EliteBook 840 G6,5CG0092XZ1
HART-L-ESEARS1,Windows 11,XPS 13 9305,H96P9K3
HART-L-GENUSE,Windows 11,,
HART-L-GENUSE1,Windows 11,EliteBook 840 G6,5CG0177KQ8
HART-L-JWCRAFT1,Windows 11,Latitude 5420,26N11J3
HART-L-KIMWOLF,Windows 10,Latitude 5420,J5K21J3
HART-L-RACHELSU,Windows 11,Latitude 5420,6LT01J3
HART-L-SIEGFRIE,Windows 10,EliteBook 840 G5,5CG9191TGN
HART-L-STJOHNA,Windows 11,Latitude 5410,627M163
HIST-2014LINDNE,Windows 10,ProBook 640 G1,5CG425D4XC
HIST-2016-DBF,Windows 10,EliteBook Folio 1040 G3,5CD6166DBF
HIST-2016-MF0,Windows 10,ProDesk 600 G1 SFF,2UA5191MF0
HIST-2019-231,Windows 10,ProDesk 600 G4 SFF,MXL9155231
HIST-2019-GDR,Windows 10,ProDesk 600 G4 SFF,MXL9142GDR
HIST-2019-RHT,Windows 10,ProDesk 600 G4 SFF,MXL9323RHT
HIST-2D00SQ3,Windows 10,,
HIST-30SV1T3,Windows 10,Latitude 5430,30SV1T3
HIST-3RPH163,Windows 11,Latitude 5410,3RPH163
HIST-41NVNF3,Windows 11,OptiPlex 5090,41NVNF3
HIST-5VK52N3,Windows 11,OptiPlex 5090,5VK52N3
HIST-65WG1J3,Windows 11,Latitude 5420,65WG1J3
HIST-76752Z3,Windows 11,OptiPlex SFF Plus 7010,76752Z3
HIST-7Q6M7Y3,Windows 11,OptiPlex SFF Plus 7010,7Q6M7Y3
HIST-9MKXPR3,Windows 10,OptiPlex 5000,9MKXPR3
HIST-BWL11J3,Windows 11,Latitude 5420,BWL11J3
HIST-D1PD1T3,Windows 11,,D1PD1T3
HIST-GDPHGY3,Windows 11,Latitude 5440,GDPHGY3
HIST-GHE,Windows 11,OptiPlex SFF Plus 7010,2135SY3
HIST-GRADLAB1,Windows 10,OptiPlex 5090,9QH3RJ3
HIST-GRADLAB2,Windows 10,OptiPlex 5090,BQH3RJ3
HIST-HANCOCKD1,Windows 10,OptiPlex SFF Plus 7010,JD87WX3
HIST-JS4B2Z3,Windows 11,OptiPlex SFF Plus 7010,JS4B2Z3
HIST-L-1PR6QV3,Windows 11,Latitude 5440,1PR6QV3
HIST-L-DWAKIN,Windows 11,Latitude 5410,J37M163
HIST-L-EBORBELY,Windows 10,,
HIST-L-FRENCHK1,Windows 11,Latitude 5520,4V3ZGG3
HIST-L-KWILES,Windows 11,Latitude 5410,G5FJ163
HIST-L-LTWSTU,Windows 11,Latitude 5410,4KLJ163
HIST-L-SHEILAW,Windows 11,Latitude 5420,H9MJ3M3
KELS-114Y5M3,Windows 10,,
KELS-2019-3KG,Windows 11,Z2 SFF G4 Workstation,MXL94243KG
KELS-2019-4T0,Windows 11,ProDesk 600 G5 SFF,MXL94634T0
kels-2019-52Q,Windows 10,ProDesk 600 G4 SFF,MXL930452Q
KELS-2019-B09,Windows 10,Z2 SFF G4 Workstation,MXL9044B09
KELS-3DSCAN,Windows 10,Alienware Aurora R8,GLVV7X2
KELS-454KFK3,Windows 11,Precision 5570,454KFK3
KELS-48YJ3L3,Windows 10,OptiPlex 5090,48YJ3L3
KELS-6GGLBW3,Windows 11,Precision 5820 Tower,6GGLBW3
KELS-BNBPH03,Windows 10,Alienware Aurora R8,BNBPH03
KELS-C0PDCY3,Windows 11,Precision 5570,C0PDCY3
KELS-G0RH3T3,Windows 10,Precision 5570,G0RH3T3
KELS-GAZDA,Windows 11,OptiPlex SFF Plus 7010,GWZZRY3
KELS-HVJQRV3,Windows 10,Precision 5570,HVJQRV3
KELS-L-2019-2R2,Windows 11,EliteBook 840 G5,5CG92762R2
KELS-L-2019-QT8,Windows 10,EliteBook 840 G6,2TK9490QT8
KELS-L-CIROBERT,Windows 11,EliteBook 840 G5,5CG92762RL
KELS-L-DAVISSL,Windows 10,EliteBook x360 1030 G3,5CD938FDDF
KELS-L-GABI5,Windows 10,,
KELS-L-MCROOT2,Windows 10,EliteBook x360 1030 G2,5CG8375Y0R
KELS-MCROOT,Windows 11,Precision 5770,9G09KX3
KELS-TERRENAT3,Windows 11,Z2 Tower G4 Workstation,MXL0322ZY5
KELS-TERRENAT8,Windows 11,Latitude 5410,HQ28DB3
KELS-VIDEOCONF,Windows 10,OptiPlex 5090,968KVD3
L-108SSV3,Windows 11,Latitude 5440,108SSV3
L-166K1T3,Windows 11,Latitude 5430,166K1T3
L-1FM7GK3,Windows 11,Latitude 5430,1FM7GK3
L-1LN7GK3,Windows 11,Latitude 5430,1LN7GK3
L-1SQ21J3,Windows 11,Latitude 5420,1SQ21J3
L-1V4S2J3,Windows 11,Latitude 5420,1V4S2J3
L-1Y4S2J3,Windows 11,Latitude 5420,1Y4S2J3
L-216K1T3,Windows 11,Latitude 5430,216K1T3
L-249H6J3,Windows 10,Latitude 5420,249H6J3
L-27331J3,Windows 11,Latitude 5420,27331J3
L-27K21J3,Windows 11,Latitude 5420,27K21J3
L-27YV2J3,Windows 11,Latitude 5420,27YV2J3
L-2FWNDY3,Windows 11,Latitude 5440,2FWNDY3
L-2J7V2J3,Windows 11,Latitude 5420,2J7V2J3
L-2RR7GK3,Windows 11,Latitude 5430,2RR7GK3
L-2YQ21J3,Windows 11,Latitude 5420,2YQ21J3
L-34M6DK3,Windows 11,Latitude 5430,34M6DK3
L-34YK1T3,Windows 11,Latitude 5430,34YK1T3
L-37C6DK3,Windows 11,Latitude 5430,37C6DK3
L-393FQV3,Windows 11,Latitude 9440,393FQV3
L-39YVVV3,Windows 11,Latitude 5430,39YVVV3
L-3HQHFY3,Windows 11,Precision 5570,3HQHFY3
L-3M6DVV3,Windows 11,Latitude 5440,3M6DVV3
L-3MZHQV3,Windows 11,Latitude 5440,3MZHQV3
L-3RZHQV3,Windows 11,Latitude 5440,3RZHQV3
L-3SF6DK3,Windows 11,Latitude 5430,3SF6DK3
L-3ZD2WV3,Windows 11,Latitude 5430,3ZD2WV3
L-46R63T3,Windows 11,Latitude 5430,46R63T3
L-4XQ21J3,Windows 11,Latitude 5420,4XQ21J3
L-4YBV2J3,Windows 11,Latitude 5420,4YBV2J3
L-4Z7SSV3,Windows 11,,
L-53VC1T3,Windows 11,Latitude 5430,53VC1T3
L-54BTVV3,Windows 11,Latitude 5430,54BTVV3
L-5P5W2J3,Windows 11,Latitude 5420,5P5W2J3
L-5VTC1T3,Windows 11,Latitude 5430,5VTC1T3
L-67DH6J3,Windows 11,Latitude 5420,67DH6J3
L-6FY2WV3,Windows 11,Latitude 5430,6FY2WV3
L-6HSSVV3,Windows 11,Latitude 5430,6HSSVV3
L-6Q4SDK3,Windows 11,Latitude 5430,6Q4SDK3
L-6Z4V2J3,Windows 11,Latitude 5420,6Z4V2J3
L-7B0K1T3,Windows 11,Latitude 5430,7B0K1T3
L-7K7V2J3,Windows 11,Latitude 5420,7K7V2J3
L-84VC1T3,Windows 11,Latitude 5430,84VC1T3
L-8CX21J3,Windows 11,Latitude 5420,8CX21J3
L-8DM6DK3,Windows 11,Latitude 5430,8DM6DK3
L-8QF6DK3,Windows 11,Latitude 5430,8QF6DK3
L-953CDK3,Windows 11,Latitude 9430,953CDK3
L-968SSV3,Windows 11,Latitude 5440,968SSV3
L-96SSDY3,Windows 11,Latitude 5440,96SSDY3
L-997MCY3,Windows 11,Latitude 7640,997MCY3
L-9HWNDY3,Windows 11,Latitude 5440,9HWNDY3
L-9PF6DK3,Windows 11,Latitude 5430,9PF6DK3
L-9YTC1T3,Windows 11,Latitude 5430,9YTC1T3
L-B6331J3,Windows 11,Latitude 5420,B6331J3
L-B9ZR2J3,Windows 10,Latitude 5420,B9ZR2J3
L-BFNC1T3,Windows 11,Latitude 5430,BFNC1T3
L-BHFSVV3,Windows 10,Latitude 5430,BHFSVV3
L-BKELL,Windows 11,Latitude 5430,2SXPDK3
L-BM8NSV3,Windows 11,Latitude 5440,BM8NSV3
L-BQ12WV3,Windows 11,Latitude 5430,BQ12WV3
L-BQXNGK3,Windows 11,Latitude 5430,BQXNGK3
L-BZD2WV3,Windows 11,Latitude 5430,BZD2WV3
L-C0M7GK3,Windows 11,Latitude 5430,C0M7GK3
L-C22H6J3,Windows 11,Latitude 5420,C22H6J3
L-C4X0Q04,Windows 11,Latitude 5440,C4X0Q04
L-CDY2WV3,Windows 11,Latitude 5430,CDY2WV3
L-CKM7GK3,Windows 11,Latitude 5430,CKM7GK3
L-CQ5W2J3,Windows 10,Latitude 5420,CQ5W2J3
L-CS4S2J3,Windows 10,,
L-CSKNSV3,Windows 11,Latitude 5440,CSKNSV3
L-CVTC1T3,Windows 11,Latitude 5430,CVTC1T3
L-CWTC1T3,Windows 11,Latitude 5430,CWTC1T3
L-D2VC1T3,Windows 11,Latitude 5430,D2VC1T3
LDEV-2QMB0J3,Windows 10,Latitude 5420,2QMB0J3
LDEV-5Q9FQV3,Windows 11,Latitude 5440,5Q9FQV3
LDEV-6Q9FQV3,Windows 11,Latitude 5440,6Q9FQV3
LDEV-6SC21J3,Windows 11,Latitude 5420,6SC21J3
LDEV-7YFV2J3,Windows 10,,
LDEV-8NT11J3,Windows 11,Latitude 5420,8NT11J3
LDEV-ARBEITER1,Windows 11,EliteBook 840 G5,5CG8473W3P
LDEV-C38FQV3,Windows 11,Latitude 5440,C38FQV3
LDEV-CONFERENCE,Windows 11,OptiPlex SFF Plus 7010,5K0SWX3
LDEV-CPALACIO1,Windows 10,,
LDEV-DT8D6J3,Windows 11,Latitude 5420,DT8D6J3
LDEV-HP9FQV3,Windows 11,Latitude 5440,HP9FQV3
LDEV-J0N11J3,Windows 11,Latitude 5420,J0N11J3
LDEV-KRETZLOF1,Windows 11,Latitude 5420,11D21J3
LDEV-L-AGARNE,Windows 10,,
LDEV-L-ALPERTJ1,Windows 11,EliteBook 840 G5,5CG9393KYK
LDEV-LANNATHOM1,Windows 10,Latitude 5420,H0Z21J3
LDEV-L-BRIWLO2,Windows 11,EliteBook 840 G6,5CG9388YXK
LDEV-L-CGOMIA1,Windows 11,Latitude 5420,1MN80J3
LDEV-L-DMULK1,Windows 11,Latitude 5420,F1S21J3
LDEV-L-FG9Q0J3,Windows 11,Latitude 5420,FG9Q0J3
LDEV-L-GAILF,Windows 11,EliteBook 840 G6,5CG94408ZM
LDEV-L-HKEYS1,Windows 11,Latitude 5420,6NT11J3
LDEV-L-JSMIE1,Windows 11,Latitude 5420,9NMB0J3
LDEV-L-KGAZELLA,Windows 10,Latitude 5420,JHMB0J3
LDEV-L-KKNELL2,Windows 11,EliteBook 840 G5,5CG9231DDP
LDEV-L-KNOWELS,Windows 11,Latitude 5420,B1S21J3
LDEV-L-KOBRIZAK,Windows 11,Latitude 5420,GNMB0J3
LDEV-L-MMGRUCA1,Windows 11,Latitude 5420,CLT11J3
LDEV-L-REREDMON,Windows 11,EliteBook x360 1030 G3,5CD93274KM
LDEV-L-RLAVIERI,Windows 11,Latitude 5420,1FG11J3
LDEV-L-SCOTW,Windows 11,Latitude 5420,GXC21J3
LDEV-L-SLEMMEN1,Windows 11,Latitude 5420,JNT11J3
LDEV-L-STUTEMP1,Windows 11,Latitude 5420,9QD73J3
LDEV-L-STUTEMP2,Windows 10,Latitude 5420,CZY73J3
LDEV-L-STUTEMP3,Windows 10,Latitude 5420,4SD73J3
LDEV-L-STUTEMP4,Windows 11,Latitude 5420,1D483J3
LDEV-L-STUTEMP5,Windows 11,Latitude 5420,3N483J3
LDEV-MICHREED1,Windows 11,Latitude 5420,3DPG1J3
LDEV-MLUCKHAM2,Windows 11,EliteBook 840 G6,5CG9388YXR
L-DGF5DK3,Windows 11,Latitude 5430,DGF5DK3
L-DHBSDK3,Windows 11,Latitude 5430,DHBSDK3
L-DM7V2J3,Windows 11,Latitude 5420,DM7V2J3
L-DMX21J3,Windows 10,,
L-F0GV2J3,Windows 11,Latitude 5420,F0GV2J3
L-F6LSKQ3,Windows 11,OptiPlex 5090,F6LSKQ3
L-F8YVVV3,Windows 11,Latitude 5430,F8YVVV3
L-FJX21J3,Windows 11,Latitude 5420,FJX21J3
L-FRR7GK3,Windows 11,Latitude 5430,FRR7GK3
L-FTZHQV3,Windows 11,Latitude 5440,FTZHQV3
L-G2C6DK3,Windows 11,Latitude 5430,G2C6DK3
L-G4LK7V3,Windows 11,OptiPlex 5000,G4LK7V3
L-G4YK1T3,Windows 11,Latitude 5430,G4YK1T3
L-G90260R0,Windows 10,EliteBook 840 G5,5CG90260R0
L-GGWNDY3,Windows 11,Latitude 5440,GGWNDY3
L-H4M6DK3,Windows 11,Latitude 5430,H4M6DK3
L-HDFSVV3,Windows 11,Latitude 5430,HDFSVV3
L-HXTC1T3,Windows 11,Latitude 5430,HXTC1T3
L-HZR2WV3,Windows 11,Latitude 5430,HZR2WV3
LIT-2RPL163,Windows 10,,
LIT-4JPL163,Windows 11,Latitude 5410,4JPL163
LIT-593X1T3,Windows 11,Latitude 5430,593X1T3
LIT-5CG9320FTF,Windows 11,EliteBook x360 1040 G5,5CG9320FTF
LIT-5CG9393KRF,Windows 11,,
LIT-5WHL163,Windows 10,,
LIT-6GL21J3,Windows 11,Latitude 5420,6GL21J3
LIT-6JCFVD3,Windows 11,Alienware Aurora R12,6JCFVD3
LIT-6Y4K163,Windows 10,,
LIT-787J163,Windows 11,Latitude 5410,787J163
LIT-7HQ24J3,Windows 11,Latitude 5420,7HQ24J3
LIT-7YC21J3,Windows 11,Latitude 5420,7YC21J3
LIT-BFIRES,Windows 11,Latitude 5420,6XDR2J3
LIT-D5JX2J3,Windows 11,Latitude 5420,D5JX2J3
LIT-DZ4K163,Windows 11,Latitude 5410,DZ4K163
LIT-F82M163,Windows 11,Latitude 5410,F82M163
LIT-JL3Y7G3,Windows 11,Latitude 5420,JL3Y7G3
LIT-L-ARICKERT,Windows 11,Latitude 5420,2P9K7D3
LIT-L-CACURLEY2,Windows 11,Latitude 5420,89MC0J3
LIT-L-DBLAY2,Windows 11,Latitude 5420,7N9K7D3
LIT-L-DUSHF,Windows 10,EliteBook x360 1030 G3,5CD938FDDH
LIT-L-GLUCHJ2,Windows 11,Latitude 5420,C38C0J3
LIT-L-JPDEMING,Windows 11,EliteBook x360 1030 G4,5CD0324SMD
LIT-L-KCHAK,Windows 10,EliteBook 840 G3,5CG81055WX
LIT-L-KCHAK1,Windows 11,Latitude 5420,43D64D3
LIT-L-KSUMRALL,Windows 10,ZBook Studio G3,CND8127BZD
LIT-L-MATTHM,Windows 11,EliteBook 840 G5,5CG9185ML8
LIT-L-MAWOLVER,Windows 11,EliteBook 840 G5,5CG9303K4S
LIT-L-MOLEX,Windows 11,Latitude 5420,DYX64D3
LIT-L-SHERLYN,Windows 11,EliteBook 840 G5,5CG9185MLJ
LIT-L-VTORIOUS,Windows 11,EliteBook x360 1030 G4,5CD0324SMF
LIT-QUARK,Windows 11,Latitude 5420,4SVS2J3
LIT-TS-TV-G155,Windows 10,,
lit-vm-rjrichtr,Windows 10,,C02G40L5ML7L
L-J3VC1T3,Windows 11,Latitude 5430,J3VC1T3
L-J4FZSV3,Windows 11,Precision 7680,J4FZSV3
L-J4ZSVV3,Windows 11,Latitude 5430,J4ZSVV3
L-JCFSVV3,Windows 11,Latitude 5430,JCFSVV3
L-JCHRDK3,Windows 11,Latitude 5430,JCHRDK3
L-JV4V2J3,Windows 11,Latitude 5420,JV4V2J3
L-JWF6DK3,Windows 11,Latitude 5430,JWF6DK3
L-JYTC1T3,Windows 11,Latitude 5430,JYTC1T3
LSAF-5CG0128BCF,Windows 11,EliteBook 840 G6,5CG0128BCF
LSAF-92S21J3,Windows 10,Latitude 5420,92S21J3
LSAF-G58C0J3,Windows 11,Latitude 5420,G58C0J3
MCS-2019-23H,Windows 11,ProDesk 600 G4 SFF,MXL915523H
MCS-2019-V7Q,Windows 10,ProDesk 600 G3 SFF,MXL8411V7Q
MCS-2019-V7Y,Windows 10,ProDesk 600 G3 SFF,MXL8411V7Y
MCS-2019-V7Z,Windows 10,ProDesk 600 G3 SFF,MXL8411V7Z
MCS-2019-V80,Windows 10,,
MCS-2019-V8C,Windows 10,ProDesk 600 G3 SFF,MXL8411V8C
MCS-3BXR3T3,Windows 10,,
MCS-L-JROMOJR,Windows 11,Latitude 5420,7RBS2J3
MCS-L-THURJOSH,Windows 11,Latitude 5410,8MPH163
POLI-1G02SV3,Windows 11,Latitude 5440,1G02SV3
POLI-2016-6V8,Windows 10,,
POLI-395RLL3,Windows 11,Latitude 3520,395RLL3
POLI-4XJ9DY3,Windows 11,Latitude 9440,4XJ9DY3
POLI-56SKWX3,Windows 11,OptiPlex SFF Plus 7010,56SKWX3
POLI-5CG9141NL5,Windows 11,,
POLI-6HWZTQ3,Windows 11,Latitude 5430,6HWZTQ3
POLI-70LQ9R3,Windows 10,OptiPlex 5000,70LQ9R3
POLI-741VJR3,Windows 10,Latitude 9430,741VJR3
POLI-74GB8Y3,Windows 11,OptiPlex SFF Plus 7010,74GB8Y3
POLI-8PWPKN3,Windows 10,Precision 7760,8PWPKN3
POLI-D326WX3,Windows 11,OptiPlex SFF 7010,D326WX3
POLI-D9TB0J3,Windows 11,Latitude 5420,D9TB0J3
POLI-DINCECCO,Windows 10,ProDesk 600 G4 SFF,MXL9211PK5
POLI-DINCECCO3,Windows 10,Latitude 5420,CH987D3
POLI-H8YZPN3,Windows 11,Latitude 5420,H8YZPN3
POLI-HD02SV3,Windows 11,Latitude 5440,HD02SV3
POLI-HNT11J3,Windows 11,Latitude 5420,HNT11J3
POLI-IOSGOOD1,Windows 10,Precision 3450 SFF,36P9PK3
POLI-JOWEI,Windows 10,,MJ0706QT
POLI-L-CJFONG,Windows 10,Elite Dragonfly,5CG0327YT2
POLI-L-EDIEG3,Windows 10,Latitude 9410,7BS00F3
POLI-L-GENUSE,Windows 10,,
POLI-L-GOSLINGM,Windows 11,EliteBook 840 G5,5CG9141NK5
POLI-L-JOECJOHN,Windows 11,EliteBook 840 G6,5CG9388YYG
POLI-L-JOWEI,Windows 10,ZBook 17 G5 Base Model Mobile Workstation,5CD9266BZ7
POLI-L-NBURNS1,Windows 11,Latitude 5420,D5N11J3
POLI-L-SASHEA,Windows 10,EliteBook 840 G5,5CG9393KYM
POLI-MIDRIS,Windows 10,OptiPlex 7090,H93VNK3
SOC-1TZVYS3,Windows 11,OptiPlex 5000,1TZVYS3
SOC-2014-7QY,Windows 10,ProDesk 600 G1 SFF,2UA43007QY
SOC-2015-6DQ,Windows 10,ProDesk 600 G1 SFF,2UA45216DQ
SOC-2015-6DW,Windows 10,ProDesk 600 G1 SFF,2UA45216DW
SOC-2015-6FN,Windows 10,ProDesk 600 G1 SFF,2UA45216FN
SOC-2015-JHF,Windows 10,Z230 Tower Workstation,2UA5351JHF
SOC-2016-QC7,Windows 10,ProDesk 600 G2 SFF,2UA6151QC7
SOC-2017-21J,Windows 10,ProDesk 600 G2 SFF,2UA704221J
SOC-2017-8GR,Windows 10,Z240 SFF Workstation,2UA73228GR
SOC-2019-4S7,Windows 11,ProDesk 600 G5 SFF,MXL94634S7
SOC-2020-KWD,Windows 10,Z2 SFF G4 Workstation,MXL0493KWD
SOC-2GC6WX3,Windows 11,OptiPlex SFF Plus 7010,2GC6WX3
SOC-3GC6WX3,Windows 11,OptiPlex SFF Plus 7010,3GC6WX3
SOC-4GC6WX3,Windows 11,OptiPlex SFF Plus 7010,4GC6WX3
SOC-5GC6WX3,Windows 11,OptiPlex SFF Plus 7010,5GC6WX3
SOC-5Y318Y3,Windows 11,Precision 3460 SFF,5Y318Y3
SOC-6GC6WX3,Windows 11,OptiPlex SFF Plus 7010,6GC6WX3
SOC-7GC6WX3,Windows 11,OptiPlex SFF Plus 7010,7GC6WX3
SOC-8GC6WX3,Windows 11,OptiPlex SFF Plus 7010,8GC6WX3
SOC-939D6J3,Windows 11,Latitude 5420,939D6J3
SOC-AKILLEWA,Windows 11,Latitude 5440,929XBY3
SOC-B4KHDK3,Windows 10,Latitude 5420,B4KHDK3
SOC-BARBA,Windows 11,OptiPlex 5090,F6CSNF3
SOC-C5C18Y3,Windows 11,OptiPlex SFF Plus 7010,C5C18Y3
SOC-DB331J3,Windows 11,Latitude 5420,DB331J3
SOC-DQQ21J3,Windows 11,Latitude 5420,DQQ21J3
SOC-DSCHOEM,Windows 11,OptiPlex SFF Plus 7010,1MF18Y3
SOC-ECECH,Windows 11,Latitude 5440,9N139Y3
SOC-FZNSNZ3,Windows 11,OptiPlex SFF Plus 7010,FZNSNZ3
SOC-GFC6WX3,Windows 11,,
SOC-GRADLAB1,Windows 10,ProDesk 600 G3 SFF,MXL7430XY2
SOC-GRADLAB10,Windows 10,ProDesk 600 G3 SFF,MXL7322DJQ
SOC-GRADLAB11,Windows 10,ProDesk 600 G3 SFF,MXL7430XY3
SOC-GRADLAB12,Windows 10,ProDesk 600 G3 SFF,MXL7411PKL
SOC-GRADLAB13,Windows 10,ProDesk 600 G3 SFF,MXL7411PKQ
SOC-GRADLAB14,Windows 10,ProDesk 600 G3 SFF,MXL7411PKT
SOC-GRADLAB15,Windows 10,,
SOC-GRADLAB16,Windows 10,ProDesk 600 G3 SFF,MXL7322DJN
SOC-GRADLAB17,Windows 10,ProDesk 600 G3 SFF,MXL7322DK6
SOC-GRADLAB18,Windows 10,ProDesk 600 G3 SFF,MXL7411PKN
SOC-GRADLAB19,Windows 10,ProDesk 600 G3 SFF,MXL7411PKV
SOC-GRADLAB2,Windows 10,ProDesk 600 G3 SFF,MXL7430XXZ
SOC-GRADLAB20,Windows 10,ProDesk 600 G3 SFF,MXL7411PKM
SOC-GRADLAB21,Windows 10,ProDesk 600 G3 SFF,MXL7322DK4
SOC-GRADLAB3,Windows 10,ProDesk 600 G3 SFF,MXL7430XY1
SOC-GRADLAB4,Windows 10,ProDesk 600 G3 SFF,MXL7430XY4
SOC-GRADLAB5,Windows 10,ProDesk 600 G3 SFF,MXL7430XY5
SOC-GRADLAB6,Windows 10,ProDesk 600 G3 SFF,MXL7411PKK
SOC-GRADLAB7,Windows 10,ProDesk 600 G3 SFF,MXL7430XY0
SOC-GRADLAB8,Windows 10,ProDesk 600 G3 SFF,MXL7411PKP
SOC-GRADLAB9,Windows 10,ProDesk 600 G3 SFF,MXL7430XXY
SOC-GZNSNZ3,Windows 11,OptiPlex SFF Plus 7010,GZNSNZ3
SOC-HFC6WX3,Windows 11,OptiPlex SFF Plus 7010,HFC6WX3
SOC-HX9PJR3,Windows 11,Latitude 5430,HX9PJR3
SOC-JCRZSQ3,Windows 10,Latitude 5430,JCRZSQ3
SOC-JFC6WX3,Windows 11,OptiPlex SFF Plus 7010,JFC6WX3
SOC-L-2QYTCY3,Windows 11,Latitude 5440,2QYTCY3
SOC-L-3Q1L163,Windows 11,Latitude 5410,3Q1L163
SOC-L-ABOUTYL1,Windows 10,XPS 13 9310,FTDP2M3
SOC-L-BARBA2,Windows 11,EliteBook 840 G6,5CG9388YXL
SOC-L-CUNREIN,Windows 11,Latitude 5420,8WQ21J3
SOC-L-DONAJEAN1,Windows 11,Latitude 5420,830H1J3
soc-l-ecech2,Windows 10,,
SOC-L-ELLANNEE1,Windows 11,Latitude 5420,4M7V2J3
SOC-L-ESHELMAN1,Windows 11,Latitude 5420,3QMB0J3
SOC-L-GEOSTEIN1,Windows 10,Latitude 5520,8C5YGG3
SOC-L-GOCEK,Windows 10,ProBook 650 G2,5CG62231DY
SOC-L-HKIMEL,Windows 10,EliteBook 840 G3,5CG719189X
SOC-L-KLEU,Windows 10,EliteBook 840 G5,5CG9258XRY
SOC-L-KRLACY,Windows 10,ProBook 650 G2,5CG62028ST
SOC-L-KRLACY3,Windows 10,EliteBook 840 G6,5CG0177RKG
SOC-L-LEVITYS,Windows 11,Latitude 9420,840L9K3
soc-l-ranspach2,Windows 10,,R90LG3TS
SOC-L-TJMCGINN1,Windows 10,Latitude 5420,67MC2J3
SOC-L-WOODAK,Windows 10,EliteBook 840 G5,5CG9258XRW
SOC-MIZRUCHI,Windows 11,OptiPlex 7080,1Q35KD3
SOC-PW02PH74,Windows 10,,
SOC-SLEVITSK2,Windows 11,OptiPlex 7080,1Q34KD3
L-1LWHQV3,Windows 11,Latitude 5440,1LWHQV3
L-319XDS3,Windows 11,Latitude 5530,319XDS3
L-3643-650,Windows 11,Virtual Machine,3643-6507-2373-3051-9081-2853-02
L-4BDH6J3,Windows 11,Latitude 5420,4BDH6J3
L-4QDNSV3,Windows 11,Latitude 5440,4QDNSV3
L-5687-844,Windows 11,,
L-5WDG163,Windows 10,,
L-6678-027,Windows 11,,
